"","ANOVA.F","Type Healthy control - NLA","Type Healthy control - Other","Type Healthy control - PLS","Type NLA - Other","Type NLA - PLS","Type Other - PLS","FDR"
"721.6574@29.136797",0.0132338039600168,0.8254,0.115,0.0043,0.165,0.0076,0.2696,0.0259638320738251
"721.7872@0.5928719",0.00312587105613749,0.0099,0.0053,4e-04,0.7295,0.1499,0.304,0.0082943905251965
"722.449@22.725126",0.052144068356366,0.1713,0.044,0.0094,0.3567,0.1084,0.5838,0.0833807298299886
"722.6164@27.060966",0.00545009658667628,0.8496,0.0185,0.0032,0.027,0.005,0.5665,0.012636297401373
"723.228@22.084246",0.726051366711228,0.6915,0.4221,0.8491,0.6643,0.5291,0.2939,0.753608699762235
"723.5212@24.636526",0.00429489734649702,7e-04,0.1683,0.0204,0.0138,0.0726,0.3136,0.0104348434211269
"724.6321@28.151968",0.000219848507454934,0.0934,0.006,0,0.1682,0.0028,0.1414,0.00116635385101931
"725.5358@24.809437",0.000386279710092752,0.5733,0.006,6e-04,0.0129,6e-04,0.3993,0.00173412505036852
"727.262@22.450306",0.0396173482937402,0.0198,0.109,0.9596,0.4724,0.0158,0.1005,0.0671140919261844
"727.5954@24.36063",0.00698099436252864,0.6196,0.0073,0.1129,0.0018,0.033,0.1338,0.01533907577282
"728.5117@22.733393",0.918136280248779,0.7758,0.702,0.8041,0.8886,0.5887,0.5489,0.922957701075292
"729.5328@24.644573",0.064659708571661,0.0572,0.9637,0.195,0.0187,0.3122,0.0974,0.100050819267928
"729.5667@26.046682",0.0140935619736424,0.0034,0.246,0.6819,0.0875,0.0057,0.3911,0.0273701058618563
"729.5674@25.936539",0.000774948597200287,2e-04,0.198,0.6165,0.0134,4e-04,0.361,0.00298799376443244
"729.7321@24.596111",0.00386989446578534,0.2078,0.0366,5e-04,0.3095,0.0107,0.1463,0.0096937448136045
"730.2393@8.517189",0.0353181556928243,0.0642,0.2943,0.6515,0.0071,0.0189,0.4943,0.0608172030833101
"731.3971@22.725714",0.486924776033473,0.4196,0.1955,0.1762,0.5536,0.5135,0.9865,0.534380999086695
"733.5614@25.097088",0.0158227379262409,0.0054,0.0056,0.004,0.9917,0.9678,0.9781,0.0302460325551538
"734.5568@24.137495",0.338331882243652,0.4229,0.0804,0.2165,0.3086,0.6899,0.4835,0.394230193223037
"735.5212@24.446043",0.00020025260999057,0.0158,1e-04,1e-04,0.0277,0.03,0.9725,0.00108201007011034
"735.541@23.876646",0.268610000141721,0.6619,0.2116,0.0824,0.389,0.1745,0.6839,0.328410036669623
"736.6314@27.806915",8.50828497822587e-06,0.0017,0,0,0.0862,0.0042,0.2393,9.50091822568555e-05
"737.5029@23.989746",0.201346317725976,0.9555,0.5657,0.1655,0.4807,0.0557,0.2532,0.260177498315148
"737.5356@24.934284",0.128787445563174,0.0284,0.2664,0.5441,0.2651,0.0703,0.5442,0.179392075940388
"737.7625@0.59444463",8.16684268734047e-06,0,0,0,0.5721,0.3889,0.8178,9.19627663952624e-05
"738.5419@23.87701",0.187698041219087,0.566,0.5715,0.0409,0.9666,0.1312,0.1816,0.245211162704142
"738.6477@29.130638",0.00116034464352277,0.1925,0.0294,1e-04,0.2854,0.0051,0.1147,0.00400737583072297
"739.5162@24.34243",0.44161377225637,0.8735,0.7521,0.3051,0.8645,0.2018,0.1645,0.491905614982158
"739.7132@24.568148",0.0171524819030524,0.2203,0.1489,0.002,0.7336,0.0306,0.0869,0.0325096545262945
"741.5306@24.48429",0.833035330152731,0.4844,0.9757,0.9933,0.488,0.4171,0.9656,0.851462503741159
"741.8547@0.58348006",2.99798691023589e-05,0,0,0,0.8846,0.4031,0.517,0.000247537796142229
"742.5328@24.654753",0.00602462081401978,0.0186,0.1114,0.0104,0.0282,0.3886,0.0035,0.0137295780455553
"742.7333@24.565842",0.00321327793632609,0.2835,0.6924,6e-04,0.5965,0.0079,0.0062,0.00843389746891149
"743.2378@0.6911111",0.000364917558555944,0.0057,7e-04,6e-04,0.0103,0.0036,0.9011,0.00169200528880611
"743.5469@25.006807",0.107894530190125,0.3595,0.8287,0.6348,0.0745,0.0197,0.667,0.154464391511504
"743.5473@24.914265",0.0506337943919791,0.3639,0.3089,0.0806,0.0654,0.0097,0.5251,0.0819435802961981
"743.5897@24.185556",0.000930636835211218,0.126,4e-04,7e-04,0.0177,0.033,0.6532,0.00339796555635704
"745.562@25.550854",0.0224955389357323,0.6131,0.3084,0.0182,0.1384,0.0051,0.1908,0.0408455585011942
"745.5704@23.876854",0.398887335855276,0.5553,0.2007,0.134,0.4428,0.3249,0.8937,0.451825046530913
"746.5564@24.024147",0.553994177362221,0.4384,0.7416,0.5834,0.2861,0.1765,0.8591,0.597226224992257
"747.5187@24.627783",0.108536329432672,0.8194,0.4129,0.0288,0.545,0.0471,0.1849,0.155051899189532
"747.7218@24.559307",2.6682551704349e-05,0.0185,1e-04,0,0.0302,0.0017,0.3027,0.000228085863475149
"748.5713@24.389498",0.182764938026477,0.3679,0.0593,0.0715,0.243,0.2999,0.8,0.239398843553743
"749.5304@24.088175",0.00275268028603948,0.1648,0.0011,0.0021,0.0221,0.0389,0.7994,0.00758351940160709
"749.5372@24.708918",0.0378848011594614,0.2849,0.5925,0.0689,0.1239,0.0052,0.2246,0.0646695968836665
"751.5522@25.340343",0.0177414348802761,0.0068,0.0047,0.0106,0.7553,0.6014,0.4114,0.0334367408432771
"751.5536@25.085804",0.59705212694702,0.9476,0.9739,0.306,0.9205,0.2546,0.3227,0.637998285573371
"752.2615@8.523632",0.00013905223275601,0.9655,6e-04,7e-04,6e-04,6e-04,0.6778,0.000831830320951128
"753.5331@24.64276",0.00223446731402466,5e-04,0.0027,0.0028,0.3656,0.2018,0.8236,0.00653752445588
"753.5662@25.505049",0.0145555289878743,0.4965,0.0083,0.0124,0.0284,0.0396,0.9232,0.0280638976169087
"753.5673@25.704454",2.08733860331822e-05,0.06,1e-04,0,0.0075,6e-04,0.4754,0.000190274403295675
"753.735@24.609085",0.0782064176334855,0.9385,0.6674,0.0385,0.589,0.0207,0.0964,0.1163114313306
"753.7361@0.5954376",1.95029337124453e-08,0,0,0,0.4283,0.2641,0.7781,1.85138789784989e-06
"755.1245@26.258572",2.18035730970012e-06,0.0145,0,0,3e-04,0.0022,0.3491,3.10816893084911e-05
"755.584@26.158045",2.74454003634794e-07,0.1697,0,0,1e-04,0,0.8301,7.21114440922793e-06
"756.5309@22.962463",0.0727105160548186,0.0535,0.3027,0.0787,0.1033,0.6838,0.1641,0.110156794915822
"756.7526@24.610476",0.00285344150321665,0.6342,0.0359,8e-04,0.0865,0.0025,0.2024,0.00776066479809583
"757.4904@24.2195",0.220765378270231,0.5415,0.6827,0.3229,0.2227,0.0447,0.4851,0.280669456244885
"757.5976@27.242088",0.000105262284108787,0.0033,2e-04,0,0.1569,0.0646,0.7978,0.000659118975260628
"757.5988@27.135895",1.69493663548792e-09,0,0,0,0.0035,5e-04,0.7262,4.07454210001508e-07
"757.8284@0.5863549",4.32783329173958e-08,0,0,0,0.9368,0.9271,0.9973,2.76156981472907e-06
"759.5842@24.106577",0.0120694457524965,0.1846,0.0238,0.0023,0.2472,0.0427,0.4316,0.02406704956599
"760.4209@22.734337",0.00654221600414384,0.0043,0.0052,0.0014,0.951,0.7573,0.8198,0.0146598151263424
"761.536@24.825771",0.0238463610528201,0.9358,0.0947,0.0094,0.1087,0.0113,0.4041,0.0428459022111075
"761.5578@24.004179",4.04280686502334e-05,0.1293,3e-04,0,0.0088,8e-04,0.5766,0.000312690085557347
"761.6136@27.332188",1.17338812637424e-05,0.0078,0,0,0.0324,0.0059,0.6303,0.000124788895979483
"762.5582@23.878485",0.318001214433729,0.4393,0.9489,0.1043,0.5119,0.373,0.1463,0.376100288915443
"763.5176@24.263042",0.000183943796380093,0.0146,0.0133,0,0.921,0.007,0.0121,0.00101018314405461
"763.5176@24.263042 - 24.262478",0.000123071726777391,0.004,0.1744,0,0.1449,0.0526,0.0022,0.000763500527230109
"763.5248@24.64763",0.260219468809122,0.1045,0.3195,0.0876,0.4026,0.9065,0.335,0.320490889893587
"763.5497@25.045418",0.0517068717394861,0.0519,0.0982,0.7883,0.8844,0.0224,0.0513,0.0829786923723489
"763.5701@24.34932",0.00382747306917353,0.9523,0.0035,0.0087,0.0052,0.0132,0.4656,0.00967700738243873
"765.46@22.187494",4.07597173340823e-05,0.0014,3e-04,0,0.3718,0.0272,0.225,0.000312690085557347
"765.5326@24.451397",0.00316704070049512,0.1852,0.0222,4e-04,0.2697,0.0144,0.1981,0.0083870247799673
"765.5667@25.540531",1.01411955133468e-05,0.6513,0,2e-04,0,5e-04,0.203,0.000110481316974672
"765.7369@24.558542",0.0084530517736926,0.1951,0.2535,0.001,0.9624,0.0185,0.0262,0.0178660715721579
"766.7442@24.575754",0.00933223113116011,0.1809,0.2185,0.001,0.9961,0.0217,0.0335,0.0194784886538233
"767.5449@24.796566",0.00402317819198228,0.4791,0.0117,0.0021,0.047,0.0087,0.5944,0.00997800758520648
"767.5455@24.670647",0.271858288239181,0.553,0.7991,0.2031,0.4084,0.0619,0.3303,0.331172823855002
"767.5475@24.979511",0.18033747848711,0.0583,0.0634,0.2099,0.9659,0.3383,0.3835,0.237146438834865
"771.5778@25.711832",8.00867581436382e-05,0.0309,0.0027,0,0.2207,0.0026,0.0894,0.000531268593626115
"771.5868@24.004446",2.37438360974895e-05,0.1218,0,0,0.0014,0.0019,0.7098,0.000208837747728415
"772.2227@8.529489",0.00429853251377765,0.5735,0.0144,0.0174,0.0039,0.0042,0.7361,0.0104348434211269
"773.535@24.646885",0.0182259528074429,0.0119,0.0046,0.0952,0.5384,0.1668,0.0686,0.0342055696946407
"773.6022@24.359032",0.00633463386931055,0.5823,0.0071,0.1115,0.0017,0.0299,0.134,0.0142902514896905
"773.7473@24.622791",0.162937050089325,0.5123,0.522,0.0311,0.9664,0.1099,0.1504,0.2172494001191
"773.8016@0.58916664",0.000144754381767309,2e-04,2e-04,0.002,0.9128,0.016,0.0266,0.000858278192779621
"774.5881@24.526115",0.142698262988559,0.0274,0.1974,0.1276,0.209,0.2472,0.8121,0.194195248824749
"775.5362@24.190563",0.00736656746407061,0.3064,0.0175,0.0015,0.1361,0.0216,0.4799,0.0160507323607392
"776.2342@8.516841",0.00674736393399999,0.546,0.0173,0.0301,0.0043,0.0068,0.6255,0.0149477674950063
"776.6016@25.017012",0.00130498349223929,0.0028,8e-04,9e-04,0.2707,0.1861,0.9174,0.00437169469900161
"777.5531@24.551182",2.18616784453118e-07,0,0,0,0.3688,0.0079,0.0848,6.23290406738678e-06
"777.5577@24.642662",9.43657135543674e-07,1e-04,0,0,0.4767,0.0354,0.1848,1.64220852159548e-05
"777.5666@25.263777",0.910306623141778,0.5384,0.6086,0.4882,0.8707,0.9078,0.7776,0.917151033842092
"777.5683@25.709925",2.3893042409906e-05,0.1934,6e-04,0,0.0111,3e-04,0.2302,0.000208837747728415
"777.764@24.5664",0.0015663148217453,0.3716,0.0282,3e-04,0.1437,0.0025,0.1256,0.0049038828531278
"779.5683@24.186293",0.000673961128528799,0.1178,0.0016,1e-04,0.0597,0.0109,0.5897,0.00267984543688009
"779.5683@25.084972",0.00521295548775946,0.1213,0.0109,0.0278,0.002,0.0238,0.1415,0.0121696173407625
"779.5717@27.33663",0.000400833162053527,0.1713,0.0011,1e-04,0.0272,0.0055,0.6724,0.00178443999053729
"779.583@26.103794",0.000367039083571052,0.204,0.0531,0.0027,0.003,1e-04,0.307,0.00169427000926398
"779.6006@22.863667",0.00727857884588334,0.1303,0.0116,0.0026,0.1629,0.0386,0.5812,0.0158848463411786
"781.1157@26.25862",1.34906728341821e-05,0.0074,0,0,0.005,0.0093,0.6963,0.000135921064645143
"781.5611@24.74256",0.00290182539566497,0.979,0.3143,0.0012,0.3033,0.0011,0.0311,0.00780812455861659
"783.5041@24.3226",0.024378367991207,0.5282,0.8782,0.196,0.2383,0.0035,0.0743,0.0436724774174028
"783.5763@25.363768",0.198606102640512,0.107,0.0656,0.4564,0.6752,0.2657,0.1554,0.257630375158069
"785.5181@24.791092",5.30101054274645e-07,1e-04,0,0,0.0602,0.0022,0.2344,1.09282371188927e-05
"789.5322@24.384422",0.627049800370822,0.4793,0.6781,0.9484,0.2075,0.3402,0.6522,0.663975475571982
"789.7761@0.5902355",0.021689046852071,0.2143,0.133,0.0061,0.7184,0.0325,0.0868,0.0397583074990083
"790.5846@24.343536",0.00988167729275002,0.2,0.0121,0.0033,0.1045,0.0329,0.7949,0.0204343326732794
"791.5481@24.866505",0.0080615562367824,0.6666,0.0307,0.0029,0.0729,0.0089,0.4681,0.0171740625712057
"791.6023@25.808111",9.38518880944095e-07,0.0206,0,0,0.0015,4e-04,0.8543,1.64220852159548e-05
"792.5462@24.650417",0.419752593416375,0.1251,0.317,0.186,0.6184,0.7822,0.8032,0.470684916466897
"793.5617@25.0491",0.58243860954884,0.6913,0.9099,0.411,0.4978,0.5433,0.2029,0.624374189436356
"795.567@26.551064",0.0206398779023739,0.0466,0.013,0.0049,0.5816,0.4536,0.875,0.0381149969275414
"795.5773@25.567299",0.000322826418235778,0.1536,0.0168,1e-04,0.1828,5e-04,0.0231,0.00154495500155694
"797.5808@26.534344",0.004278942104043,0.0071,0.0073,8e-04,0.8271,0.3168,0.4741,0.0104321611266619
"798.6563@27.128853",0.416903307767741,0.8659,0.7435,0.181,0.6332,0.1473,0.3428,0.468273623142308
"799.2386@8.517178",0.22611871119151,0.8591,0.1196,0.7844,0.0865,0.9319,0.0605,0.285487021810057
"799.5407@24.132517",0.0190926585308171,0.1963,0.0605,0.0035,0.4534,0.0339,0.1799,0.0356325382051461
"803.5665@24.688812",0.00212414325186794,0.0016,0.0153,9e-04,0.1721,0.7639,0.0886,0.00628333765453209
"803.5674@24.74599",0.0249874744321935,0.0272,0.3956,0.0057,0.1767,0.598,0.059,0.0447038928426426
"805.7488@0.5916787",0.000383969120712924,0.0014,6e-04,1e-04,0.6586,0.1732,0.3944,0.00173412505036852
"806.5858@24.187279",1.17133512007594e-05,2e-04,2e-04,0,0.479,0.0333,0.2189,0.000124788895979483
"806.6644@22.872335",0.535393367359468,0.4112,0.8734,0.851,0.2365,0.1947,0.9785,0.578570251823941
"807.5064@24.329453",0.505304261583033,0.1633,0.2046,0.3038,0.8497,0.4944,0.6506,0.55094199391478
"807.5989@25.977978",0.0360214613391693,0.2518,0.2348,0.3686,0.0113,0.6508,0.0125,0.0618037877010075
"808.2503@8.516727",0.19780751883458,0.2901,0.2186,0.0523,0.8194,0.2247,0.3511,0.25684309616118
"809.6724@25.95553",0.0385311733826437,0.0167,0.7987,0.4291,0.016,0.0328,0.5606,0.0656058098255941
"811.5403@24.92754",0.0443906562956452,0.0398,0.0937,0.0202,0.2887,0.3732,0.0541,0.0737093921142064
"811.6889@27.044847",0.000178783389242043,0.0188,5e-04,0,0.0882,0.0139,0.5182,0.000994065317777335
"812.6842@22.871584",0.323790571309082,0.09,0.1149,0.1609,0.8147,0.5187,0.7056,0.380930083893038
"813.5493@25.55893",0.0308735979205723,0.0159,0.0103,0.0232,0.8004,0.7246,0.548,0.0537979469617255
"813.5851@25.096682",0.223010872980867,0.1078,0.1955,0.0451,0.7592,0.6924,0.4845,0.282452334399207
"815.1616@8.518589",0.00599021588981008,0.6279,0.0101,0.0324,0.0033,0.01,0.4478,0.0136744280959889
"815.7859@0.5932105",0.000423431493246973,9e-04,5e-04,4e-04,0.1884,0.03,0.4278,0.00185424248676779
"816.5607@24.399221",0.267871348310519,0.6776,0.7656,0.1536,0.4994,0.0668,0.3203,0.327806033548945
"817.5713@25.017733",0.410929573593075,0.1748,0.1554,0.4029,0.8188,0.4459,0.3893,0.463460506420491
"819.1465@8.518074",0.00215563858409451,0.6288,0.0056,0.0136,0.0018,0.004,0.5136,0.0063624574949045
"819.5991@25.660519",0.00674880547349166,0.9393,0.0152,0.013,0.0101,0.0069,0.9113,0.0149477674950063
"821.721@0.5938422",6.98236699103738e-06,1e-04,0,0,0.2554,0.3543,0.7854,8.27997501592043e-05
"823.688@26.524477",0.00259918861781261,0.9699,0.0137,0.0026,0.0132,0.0025,0.6184,0.00730170387393899
"823.7431@0.5945",0.00286102120168608,0.0032,0.0056,4e-04,0.9368,0.3015,0.312,0.00776066479809583
"825.4606@24.75119",0.00626863988220061,0.3526,0.0835,0.0013,0.3079,0.0043,0.0575,0.0141891510847108
"825.4607@24.873188",0.000504562491580818,0.106,0.0148,1e-04,0.2387,0.0011,0.0251,0.0021739991598659
"825.5516@24.246311",0.4068370772116,0.8109,0.3352,0.1757,0.4022,0.1857,0.6938,0.459664151318334
"825.6698@25.652704",0.112719040612681,0.3323,0.3471,0.4738,0.0328,0.0412,0.733,0.159665448647984
"825.7023@27.786852",0.00994216710213569,0.0767,0.0052,0.0029,0.1745,0.1483,0.9719,0.0205277410121138
"825.8129@0.58585185",3.5690707932412e-06,0,0,0,0.8248,0.6651,0.8574,4.83086349792244e-05
"827.5689@24.667507",0.000182314661569039,7e-04,3e-04,5e-04,0.4434,0.4557,0.9157,0.00100535656996918
"827.6838@26.605148",0.00120472372097324,0.0276,0.0025,2e-04,0.2781,0.0594,0.4792,0.00409163174821703
"827.7973@24.619423",0.0810185296378277,0.9083,0.9325,0.0335,0.8495,0.0261,0.0598,0.120093838179966
"828.4783@25.33704",0.0095007134114482,0.3643,0.0713,0.0039,0.2766,0.0102,0.1206,0.0197379162346366
"829.4926@26.005701",0.00361765230484334,0.0133,0.7858,0.223,0.0089,4e-04,0.3741,0.00919858460814057
"829.4926@26.037136",0.00288404761112337,0.0089,0.8471,0.265,0.0073,3e-04,0.3848,0.00778473809395772
"829.5122@23.89308",0.284123275340968,0.4252,0.7011,0.2795,0.2541,0.0606,0.5234,0.342071149107724
"829.5836@24.955347",0.0224727509795957,0.0097,0.019,0.0073,0.5709,0.8039,0.4041,0.0408455585011942
"829.6168@22.864006",0.000164676614083592,0.0109,7e-04,0,0.2275,0.0301,0.3896,0.000955266938839884
"830.2346@8.517415",0.000512044424793801,0.5921,0.0034,0.0033,9e-04,8e-04,0.7568,0.00218515773638119
"831.5024@24.265167",0.443841146270022,0.8067,0.6808,0.2457,0.4998,0.1367,0.4604,0.493976026579592
"831.5054@24.138433",0.0569609674725766,0.5188,0.0898,0.0171,0.2324,0.0457,0.4775,0.0900090759590244
"831.5985@25.377075",0.507338959692075,0.2141,0.1839,0.432,0.8883,0.585,0.5034,0.55226174328788
"831.6032@25.486195",0.493232051267896,0.1426,0.2444,0.3028,0.7468,0.5379,0.8044,0.540417783073574
"831.7587@0.59370005",0.299824321198008,0.3686,0.5231,0.2826,0.1392,0.9,0.0953,0.357124080360294
"832.519@23.877441",0.277555185454724,0.4138,0.6806,0.2837,0.2357,0.0592,0.5488,0.336278434456899
"833.0925@26.245317",0.0139296435719312,0.9924,0.0076,0.06,0.006,0.0508,0.2994,0.027130410445331
"833.6147@26.14041",0.00198790669621507,0.0199,0.4775,0.1163,0.0044,3e-04,0.4256,0.00594597092171472
"837.7039@27.150223",0.00918834801948898,0.0183,0.6424,0.0028,0.0775,0.4795,0.0179,0.019238103665805
"837.7054@27.225832",0.225551996971119,0.2931,0.556,0.3572,0.704,0.0519,0.156,0.285131769755943
"839.5465@24.389208",0.00253312046612653,0.0231,0.0271,2e-04,0.8912,0.0878,0.1565,0.0071611422460117
"839.5725@24.005383",3.46507574566779e-06,0.0588,0,0,3e-04,9e-04,0.4032,4.73796071346412e-05
"839.6824@26.15161",0.0595437833204382,0.0099,0.0272,0.0449,0.6091,0.3038,0.6529,0.0933200814612715
"84.0217@0.70805275",7.56537564705617e-07,4e-04,0,0,0.0028,0.0012,0.89,1.4041445173921e-05
"840.1483@8.517097",0.293564150893578,0.8442,0.2201,0.62,0.0843,0.3586,0.2718,0.351542414832345
"841.5878@24.35196",0.00131408264209953,0.6491,7e-04,0.0058,0.0022,0.0181,0.2466,0.00439119885389869
"841.6627@25.493395",0.0507623796445501,0.0897,0.4519,0.3553,0.0088,0.2898,0.0639,0.081953721353852
"841.6993@27.268774",0.074581311928127,0.1689,0.1818,0.0099,0.9904,0.2094,0.2342,0.112417275572205
"841.7885@0.5875518",1.93375785384475e-07,0,0,0,0.5509,0.1218,0.3792,5.63312070467819e-06
"842.5676@24.518127",0.00159605180860145,0.0054,0.001,2e-04,0.3364,0.0856,0.4657,0.00498533665157563
"843.4726@24.922247",0.138382001709723,0.6285,0.1856,0.0303,0.4067,0.0865,0.3318,0.189603151626819
"843.6333@25.361412",0.0024586786824442,0.0215,0.8388,0.7695,0.0019,0.0021,0.5149,0.00698014710693905
"844.2231@8.534134",0.529992645836943,0.1822,0.5995,0.8373,0.439,0.2236,0.7195,0.57319624327805
"844.5898@25.018345",2.53078654366412e-07,0,0,0,0.3295,0.03,0.2006,6.78250793701984e-06
"845.5313@24.10386",0.0169658394509926,0.938,0.0777,0.0099,0.0669,0.0081,0.4734,0.0322014516491928
"845.6518@25.95311",0.0532042445623931,0.0094,0.2721,0.2113,0.0772,0.062,0.9341,0.0849745979899962
"846.6815@27.854038",0.271435004753371,0.1545,0.2031,0.0622,0.9117,0.6843,0.6136,0.330958058570989
"847.5556@25.082588",3.95087628168866e-08,0,0,0,5e-04,7e-04,0.5741,2.64708710873141e-06
"848.2056@1.8471255",0.194014391655012,0.8151,0.4296,0.59,0.0452,0.1002,0.5568,0.252407072638559
"849.462@24.7195",0.000970625750240539,0.8586,0.4126,4e-04,0.5151,7e-04,0.0061,0.00351971884557121
"849.6487@26.028896",0.00505120238140022,0.0031,0.002,0.0028,0.7688,0.9446,0.7056,0.0118758855141312
"849.7567@0.59185714",0.0387884965150238,0.039,0.0159,0.168,0.4656,0.148,0.039,0.0659601336676801
"850.4647@24.72493",0.00559174019363728,0.9722,0.5203,0.0022,0.542,0.0025,0.0155,0.0128523702563876
"851.4771@25.345434",0.0223707681221265,0.0774,0.1254,0.5668,0.7918,0.0075,0.0187,0.040840366871457
"851.569@24.599966",0.0113705551678659,0.264,0.1286,0.0442,0.0132,0.0027,0.7163,0.0230324801323589
"851.8111@24.570063",0.0409357250242458,0.2171,0.7346,0.0073,0.4664,0.1047,0.0401,0.0690432056840397
"853.5824@24.783188",0.525849069488897,0.175,0.2875,0.5295,0.7847,0.3877,0.5881,0.570030123263011
"853.6628@25.365046",0.00787558519625464,0.0476,0.8012,0.1956,0.0013,0.1535,0.018,0.0168313941993321
"853.6999@26.735378",8.6659328154437e-05,0.0539,9e-04,0,0.0781,0.003,0.2377,0.000563706309354105
"855.5364@24.008217",7.23385030172441e-05,0.3494,4e-04,1e-04,0.0036,6e-04,0.7713,0.000497095354067216
"855.5985@25.083944",0.0594027644366226,0.1015,0.0257,0.0219,0.2734,0.1997,0.9511,0.0932080847132018
"855.5995@25.39931",0.0193042279887534,0.0041,0.0076,0.0186,0.7684,0.3104,0.5073,0.0359642932733394
"855.6812@25.948996",0.0464357769275108,0.0156,0.6812,0.4077,0.0243,0.0366,0.6677,0.0766304693138725
"857.5462@24.346355",0.00438734472210545,0.7264,0.0052,0.0063,0.0091,0.0114,0.71,0.0105838540690749
"857.7623@0.59000003",0.0575587049374636,0.8381,0.8858,0.1232,0.9398,0.0204,0.031,0.0906329783974163
"858.2331@8.513269",0.00661394726607778,0.4863,0.0016,0.0459,0.0049,0.1416,0.0783,0.0147464540841658
"858.5359@24.003756",1.58498778005667e-05,0.3114,1e-04,0,9e-04,3e-04,0.9779,0.000155028001844959
"858.6835@27.225237",0.642932539975407,0.6033,0.5132,0.9902,0.2079,0.5454,0.4393,0.677303147458369
"858.6894@27.099844",6.28732748642058e-07,0,2e-04,0,0.876,0.0125,0.0152,1.25746549728412e-05
"859.5339@24.861332",0.366014924489368,0.6364,0.6335,0.3834,0.9857,0.1623,0.1905,0.420995707137985
"859.6667@26.523115",0.00170132478598461,0.847,0.0054,0.003,0.0069,0.0033,0.9951,0.00525293827930734
"860.5517@24.339449",0.00272990125971084,0.5102,0.0035,0.002,0.0156,0.0099,0.9295,0.00755799109093498
"860.6966@28.738886",0.0915592243704153,0.041,0.262,0.0236,0.3384,0.8823,0.252,0.133794286430051
"861.6468@25.653872",0.275988134416245,0.1393,0.4481,0.7907,0.5237,0.0802,0.3132,0.335289302010669
"861.6842@27.7871",0.0154494230135465,0.1136,0.0214,0.0064,0.267,0.0694,0.6683,0.0297019036415384
"862.6489@25.546534",0.00965929314331981,0.0019,0.0755,0.0081,0.1813,0.7538,0.3349,0.0200363046626139
"863.4419@24.269127",2.67234929594018e-05,6e-04,0.124,0,0.0516,0.0463,6e-04,0.000228085863475149
"863.6614@26.605679",0.0127050005294181,0.0849,0.0134,0.002,0.3543,0.1196,0.5715,0.0250363245726769
"865.7443@0.5946",0.0344401363486561,0.0474,0.0134,0.0075,0.562,0.4613,0.9081,0.0594711236342947
"867.4737@24.938612",0.472533537486492,0.2077,0.2281,0.824,0.9554,0.3396,0.3663,0.519635158843394
"869.6562@25.059715",0.0507456023569119,0.2433,0.389,0.8354,0.0081,0.0819,0.1063,0.081953721353852
"869.695@26.524006",0.00224015123815435,0.8306,0.0081,0.0055,0.0048,0.0026,0.9558,0.0065398750743504
"871.112@26.29881",8.54064678009747e-05,0.5598,1e-04,6e-04,2e-04,0.0015,0.3546,0.000561003268888755
"871.5559@24.76581",0.00485678421917657,0.0076,0.0299,9e-04,0.5173,0.1833,0.072,0.0114579064325644
"871.6738@25.651941",0.0914877872120905,0.2179,0.4556,0.5478,0.029,0.028,0.82,0.133794286430051
"872.6701@25.961573",0.0179927017952728,0.0032,0.0697,0.1181,0.1764,0.0459,0.6318,0.0338151758845239
"872.7005@27.939941",0.00971640445342647,0.9491,0.0207,0.0084,0.0235,0.0098,0.948,0.0201236197335262
"873.4634@24.668941",0.00100639794422597,0.4678,0.068,0.0207,0.2137,0.0024,2e-04,0.00361547786933726
"873.6798@27.149416",0.996743981847738,0.9892,0.8416,0.9073,0.8506,0.9181,0.9199,0.997488376158304
"873.6798@27.149416 - 27.20323",0.732144099147577,0.3057,0.4776,0.3864,0.8542,0.8685,0.9659,0.759344499115908
"873.6892@26.606684",0.00193940974491569,0.0725,0.003,3e-04,0.1491,0.0398,0.6195,0.00583667850369623
"873.7108@24.621521",0.464154204631314,0.9613,0.9784,0.1838,0.9863,0.1705,0.2083,0.512750728941435
"873.7361@0.59060013",0.0018560198604034,0.0254,0.0035,3e-04,0.3515,0.0488,0.3111,0.00566529980168692
"875.5688@24.302732",0.00221021927200471,0.1969,0.0012,0.0014,0.0244,0.0347,0.7458,0.00648073046933547
"875.6599@26.158035",0.0760453779447151,0.0603,0.1687,0.0201,0.454,0.41,0.1453,0.113962486988738
"877.5813@24.678242",0.340005122396529,0.3107,0.3431,0.0939,0.9341,0.3235,0.3034,0.395492069454296
"877.6775@27.266354",0.701203012070261,0.7619,0.445,0.7438,0.3126,0.9912,0.2921,0.73085190275393
"879.5099@25.866426",0.00609602835907097,0.1959,0.2302,0.0238,0.0193,9e-04,0.3069,0.0138687232617234
"881.1321@26.299816",1.64427348383622e-05,0.8913,0,2e-04,0,3e-04,0.3469,0.000158512695564068
"884.6668@25.781452",0.0013858910226644,0.3533,0.0027,0.0546,3e-04,0.0077,0.1696,0.00456288444808426
"884.7127@22.948404",0.290222820777366,0.5593,0.1361,0.1012,0.3318,0.2763,0.9849,0.349101059103833
"891.4741@24.869356",0.00143284706228985,0.0574,0.4527,4e-04,0.2865,0.0118,0.0028,0.00470591927320688
"892.4758@24.861975",0.00275609996162884,0.1086,0.4738,0.0013,0.3114,0.0116,0.0022,0.00758351940160709
"893.4863@24.92401",0.00782151954572174,0.3759,0.6765,0.0064,0.5876,0.0073,0.0048,0.0167962118449794
